,ds,trend,yhat,yhat_lower,yhat_upper,fact,anomaly,importance
378,2011-01-29,2.9853184464106906,15.296117667809519,-2.5516842354293576,33.836228142239065,35,1,1.1637718577609348
379,2011-01-30,2.9936236763129056,14.266725147956022,-5.458154034777771,31.533120387294144,36,1,4.466879612705856
386,2011-02-06,3.051760285628411,13.490469282233464,-3.1244018514947065,30.50812562781731,42,1,11.49187437218269
387,2011-02-07,3.060065515530626,8.13253723891971,-10.360537458895793,26.500695658630818,27,1,0.4993043413691822
553,2011-07-23,4.900918587151955,28.97797250817791,10.901109797273962,45.92771409307914,6,-1,4.901109797273962
597,2011-09-05,5.492305458937235,26.687608606707304,8.668494836240981,43.82404449535333,50,1,6.175955504646673
599,2011-09-07,5.519186660030194,20.868943047567228,3.061937584148637,38.169511465856075,41,1,2.8304885341439245
601,2011-09-09,5.546067861123153,24.970529775530686,7.024773857401454,43.66388958728868,49,1,5.336110412711321
605,2011-09-13,5.599830263309073,19.203966021467245,1.0502883053717855,36.841636828162734,42,1,5.158363171837266
614,2011-09-22,5.720795668227392,23.101556374647473,4.6386275544761695,40.46482369941739,47,1,6.535176300582613
619,2011-09-27,5.787998670959792,20.990941634236986,1.9462821707227167,39.10484845491077,42,1,2.8951515450892273
626,2011-10-04,5.882082874785149,19.65605080940707,0.7556804147834576,36.37134385775357,41,1,4.628656142246427
628,2011-10-06,5.908964075878109,21.669549078008135,3.717965418495711,40.61103896712101,54,1,13.388961032878989
629,2011-10-07,5.92240467642459,25.141925034834205,4.699883741400757,43.45111146883199,49,1,5.548888531168011
633,2011-10-11,5.97616707861051,20.052902440840043,2.0863689054775643,39.07682065560551,46,1,6.923179344394491
634,2011-10-12,5.98960767915699,20.492650059103198,2.134842412204939,38.54052491627103,39,1,0.45947508372896806
636,2011-10-14,6.016488880249949,25.415779298823605,7.5286175133863065,43.66776275596604,45,1,1.332237244033962
638,2011-10-16,6.04337008134291,30.674980762485646,13.054493085131995,49.15834518954176,50,1,0.8416548104582375
639,2011-10-17,6.056810681889388,19.83384918584967,1.5284819006151749,36.47870263955835,47,1,10.52129736044165
640,2011-10-18,6.070251282435867,19.404648364527244,0.37293082129722016,37.65740723423968,43,1,5.3425927657603225
642,2011-10-20,6.097132483528828,21.25930643006113,2.8748367217006163,38.70541853032915,40,1,1.2945814696708524
643,2011-10-21,6.110573084075306,24.727889217515987,6.702771430401581,42.71282541159754,50,1,7.287174588402458
660,2011-11-07,6.3390632933654665,19.52118475757933,1.2033883611061675,37.491488847285794,40,1,2.508511152714206
662,2011-11-09,6.365944494458424,19.778014633268132,0.6646457600449531,38.04789390216602,43,1,4.952106097833983
684,2011-12-01,6.661637706480982,21.74151993508135,1.4151906850526166,40.96665556068838,45,1,4.03334443931162
688,2011-12-05,6.715400108666902,19.468435568079354,1.3552217892377245,38.02534846184466,40,1,1.9746515381553422
698,2011-12-15,6.745345718270891,20.461558798696696,1.9801369966235098,37.74488057698459,41,1,3.255119423015408
715,2012-01-01,6.381893684349803,32.759900599842716,14.957854431317413,52.58833723567921,13,-1,1.957854431317413
721,2012-01-07,6.253616495907064,32.28740770427735,15.317456879563716,50.431941279697185,9,-1,6.317456879563716
742,2012-01-28,5.804646336357483,30.11021509766293,12.27666602105072,47.58485028106635,8,-1,4.276666021050721
817,2012-04-12,4.41094173649037,15.94258968897328,-3.1266524857554234,36.08261045518409,38,1,1.9173895448159115
875,2012-06-09,4.9089424618333,28.321750598549293,12.244313292638033,45.96754325541008,11,-1,1.244313292638033
910,2012-07-14,5.2094601409195525,32.19723067763482,15.383542761575795,50.45453133197549,14,-1,1.3835427615757947
959,2012-09-01,5.792358986065221,34.37350702427472,16.562233608347295,52.47896602181551,13,-1,3.562233608347295
960,2012-09-02,5.805859571965409,32.79602599362823,15.31367392409011,50.765716190601516,14,-1,1.3136739240901107
979,2012-09-21,6.062370704069,27.923154913981755,9.49630715652514,44.60714886824297,45,1,0.3928511317570269
985,2012-09-27,6.143374219470134,24.128952531727688,4.702157335597274,44.19276479339834,48,1,3.8072352066016606
1002,2012-10-14,6.37288417977335,32.58358652063931,15.432827412180195,50.65569395874481,53,1,2.3443060412551873
1010,2012-10-22,6.480888866974862,20.600169921903813,1.8755971736803683,39.41831097597204,47,1,7.581689024027959
1011,2012-10-23,6.49438945287505,20.365194660371614,2.8082835397009713,37.6286641203791,43,1,5.371335879620901
