ds,yhat,fact,anomaly,importance
2013-12-20,6.389040339947617,14,1,2.464715213927553
2014-01-04,8.20028352093453,0,-1,2.3128412966648844
2014-01-18,9.032747100404123,2,-1,1.3204374400650285
2014-02-09,7.7299124061370454,0,-1,1.8310251509434246
2014-02-15,9.134393895085655,23,1,8.279933100241257
2014-02-20,5.225449734752962,17,1,6.26873570887137
2014-03-08,8.359575833188838,14,1,0.18868686828514214
2014-04-06,7.633616200948272,13,1,0.00942619540424161
2014-04-09,5.691037474157278,13,1,1.4819907945110344
2014-04-11,7.154906110600246,19,1,6.02237616171203
2014-04-17,5.439518639921343,13,1,1.619051402079485
2014-04-18,7.568701866366574,16,1,3.0082295494672735
2014-04-27,8.255093992603683,19,1,5.3758681841861975
2014-05-03,10.188403628433905,16,1,0.18792340669248198
2014-05-19,8.043541031554216,15,1,1.179598893515447
2014-06-04,5.837473211098126,0,-1,0.49309676277218667
2014-06-07,9.784903322008764,3,-1,1.3436387525508904
2014-06-14,9.745104463969447,4,-1,0.3631418266497217
2014-06-26,7.66072746274221,15,1,1.7102155470802742
2014-08-08,8.162287684277091,2,-1,1.261946091236358
2014-08-19,6.02862539463566,0,-1,0.02069792437278343
2014-08-24,8.695554237070434,2,-1,1.1137533709937868
2014-09-07,9.007827293660489,22,1,7.233524420011065
2014-10-02,5.597860213475966,14,1,2.824395321499855
2014-10-04,9.776127874870973,4,-1,0.10520690195344962
2014-10-18,9.748892248412918,3,-1,1.060430398954903
2014-11-21,7.5547673983775026,15,1,1.8372503278608914
2014-12-13,9.940832041310177,3,-1,1.3132555208923309
2014-12-20,10.66131365368233,4,-1,1.0921061616015626
2014-12-21,8.83881607079104,2,-1,0.8193682329343388
2015-01-11,9.042272840364886,20,1,5.153032961998905
2015-01-16,8.29660666787774,15,1,0.955298325150947
2015-02-01,9.519565263766262,19,1,3.3802507322771937
2015-02-07,11.481919576657464,17,1,0.3531400127925579
2015-03-07,10.3308700788018,17,1,0.9619626111351138
2015-04-12,9.85567221146341,16,1,0.5463994107166279
2015-04-17,8.534991947268352,17,1,2.962016184532004
2015-04-22,6.766303880245572,1,-1,0.2377026189425857
2015-05-10,10.425176625456823,18,1,2.099836496905292
2015-06-06,12.121296537866272,19,1,1.4617650235757793
2015-06-21,11.780716618653535,18,1,0.9930222098867318
2015-06-22,8.61493877585901,20,1,6.072826125525626
2015-06-25,9.461007784739474,17,1,1.8921498774828365
2015-06-30,7.823763189728538,14,1,0.8846212232134896
2015-07-07,6.1948882751655026,17,1,5.197195453632634
2015-07-13,6.848784084819401,13,1,0.9494151856238613
2015-07-15,7.6528479076595435,13,1,0.3514441033020823
2015-07-20,6.702511624156396,13,1,0.521465947904959
2015-07-27,6.533683769216972,13,1,1.0706085813351578
2015-07-30,7.526350530977482,17,1,3.295499568745381
2015-08-11,7.121680042026513,14,1,1.2312671940340358
2015-08-14,9.263266838721965,16,1,1.118474888674415
2015-08-18,7.055426585046678,13,1,0.20911020616357767
2015-10-11,8.932311795932868,1,-1,2.4258502068178944
2015-11-04,6.316485963294694,0,-1,0.5857458589537182
2015-11-28,11.671988951889482,5,-1,1.3662740792000134
2015-12-15,5.628419104205368,12,1,0.9262829711708065
2016-02-06,11.810645914983722,19,1,1.693311811542788
2016-02-07,9.826803106476955,18,1,2.7500425677926934
2016-02-20,11.298335273019251,17,1,0.07210549427809099
2016-03-01,5.689267242472829,13,1,1.6204152599554238
2016-03-04,7.587135200084848,13,1,0.0690857995339833
2016-03-11,7.718818561324076,15,1,1.9241862597409618
