ds,yhat,fact,anomaly,importance
2010-08-28,28.14711892417364,58,1,2.7309629891251817
2010-12-31,39.78354291195665,67,1,1.779814534947505
2011-05-17,42.990514147041985,73,1,0.4571694430821083
2011-07-02,75.67847402371245,47,-1,1.8740547700211323
2011-07-03,68.05067638289817,38,-1,1.8635345514821609
2011-09-01,55.41066000071253,90,1,9.623433421892528
2011-10-23,81.42351565609125,56,-1,0.5195248306904645
2011-10-30,80.1948752327822,107,1,0.3787721659059855
2011-11-03,60.23454799328817,88,1,1.5134127746581783
2011-11-21,51.39992787292694,94,1,14.935288198804145
2011-12-03,102.56841990562837,137,1,7.7208433314251295
2011-12-17,112.58686138687918,86,-1,0.03528306785901236
2011-12-18,99.43787455224725,72,-1,1.2082286722354354
2011-12-24,112.34357031026627,67,-1,20.009465510597224
2011-12-25,54.929935402773424,19,-1,10.622405554918508
2011-12-31,106.30826918651658,77,-1,4.411346967321492
2012-01-01,84.94269771377299,50,-1,6.799078720543648
2012-01-03,56.82161219970025,87,1,0.7032141267762313
2012-01-15,98.85034425516338,59,-1,12.567000640340225
2012-02-14,79.43492847027366,53,-1,0.0854093088152652
2012-02-17,104.5213469620147,76,-1,2.37631266040124
2012-02-23,91.91076490420029,121,1,2.923266407638465
2012-03-01,93.37619102425127,129,1,8.658978815325085
2012-03-04,121.79933660351598,165,1,17.985323339941317
2012-03-06,83.5155030101568,136,1,26.64465281629755
2012-03-21,98.68799354969943,73,-1,0.21919829674759228
2012-03-31,155.35830022608124,112,-1,16.375194402010948
2012-04-03,97.35069136043418,131,1,7.548962670614955
2012-04-08,138.98660121999237,113,-1,1.6147165664442156
2012-04-13,119.04529181836685,89,-1,4.483315844988695
2012-04-17,94.39518407870753,126,1,6.195401994586817
2012-04-28,167.20105859014777,261,1,65.71767855923906
2012-04-29,148.3204900342763,192,1,19.225096475976954
2012-05-01,103.51822878723385,138,1,6.668460689573948
2012-05-04,123.6080777371196,96,-1,1.0278048467491914
2012-05-07,84.6567043603732,122,1,10.063510305758882
2012-05-08,90.69280438355128,121,1,3.041109981112541
2012-05-26,147.7127625506144,116,-1,3.1800693919581846
2012-05-28,84.08444385616316,52,-1,7.368771297366713
2012-06-01,117.06357838277695,73,-1,18.1972561641019
2012-06-02,148.57877425764357,103,-1,21.058681541908683
2012-06-10,129.24944025808398,83,-1,19.97205983044256
2012-06-20,93.23145666219573,130,1,10.690308003438332
2012-06-21,98.72084462733781,131,1,4.357787680185552
2012-07-06,119.26448576245068,157,1,13.276739489291572
2012-07-08,135.65171755437936,173,1,10.00606851320967
2012-07-11,103.15137720951081,141,1,11.430495104451467
2012-07-12,108.76636196442554,145,1,10.481866839517437
2012-07-14,146.94392298516246,180,1,6.894469606893836
2012-07-18,92.62708762467953,130,1,11.035225003701797
2012-07-19,98.24843883645929,138,1,15.060399419455877
2012-07-21,138.0117434361954,174,1,9.74893337819779
2012-07-25,90.91162700956087,119,1,0.672477820364108
2012-08-19,122.3759387589909,87,-1,7.566910034422506
2012-09-06,95.74573512504462,63,-1,6.41922436908348
2012-09-07,107.54145061697147,71,-1,10.041101707882262
2012-09-15,141.48414659916472,114,-1,0.5858249362581205
2012-09-26,89.27726905225275,63,-1,1.8141029410373761
2012-09-28,107.36443749140047,78,-1,3.1642451074239517
2012-10-08,74.60616661036215,48,-1,0.030535790939481444
2012-10-09,74.176823317709,46,-1,2.3110880341067386
2012-10-27,136.82057694352574,170,1,7.5881935683194115
2012-11-09,103.31497726018867,61,-1,17.655475465162993
2012-11-18,121.40633839016016,176,1,29.851905311933734
2012-12-01,139.83114441734085,169,1,1.3450159855692618
2012-12-20,102.83662810040467,132,1,2.8136270678468236
2012-12-21,114.87292959589017,176,1,34.26935260758782
2012-12-31,66.26758071327066,103,1,8.177072374625823
2013-01-05,135.26683739220775,163,1,1.3600810296698
2013-01-11,103.20395586535095,72,-1,5.340012084920005
2013-01-19,153.1738902844905,185,1,3.851088964810174
2013-01-26,158.36641390780923,188,1,3.7320364035693956
2013-02-02,150.9493549430869,180,1,1.8590026275499554
2013-02-09,155.62868079563418,191,1,10.324021197572733
2013-02-15,124.74585664509232,162,1,10.08587958232684
2013-02-23,158.73083039901232,193,1,8.619485313011182
2013-02-24,138.86613270055753,179,1,15.002715525806536
2013-03-01,122.86126928434734,163,1,13.357303280678025
2013-03-07,113.47916381137011,138,1,0.17255123356878244
2013-03-10,147.36793491909296,180,1,4.9525718296249295
2013-03-27,110.22353694179232,82,-1,1.0334234611219841
2013-03-31,151.7922850499828,105,-1,21.439614443895067
2013-04-15,93.37195209792846,66,-1,4.12287026069707
2013-04-17,111.29705194521871,72,-1,15.321262552113879
2013-04-18,121.23015691069865,93,-1,0.12509939604187537
2013-04-22,106.06215397876346,78,-1,2.6168525421676634
2013-04-26,149.684904134642,176,1,0.8893577272071127
2013-04-27,186.8817076806252,309,1,94.85681175440092
2013-05-05,153.93209829093811,183,1,3.233286279451164
2013-05-23,115.64033608138146,88,-1,1.1869928979403568
2013-06-18,104.19801935753088,79,-1,0.7189367176979431
2013-06-21,129.11753894306077,91,-1,12.376321264952907
2013-06-22,163.7755068699655,86,-1,52.860440112599974
2013-06-23,142.71229313177525,97,-1,20.817783731344633
2013-06-28,122.92180803422116,94,-1,1.5626232321625793
2013-07-04,122.39523559063068,93,-1,1.864418454086973
2013-07-09,116.1770229611169,155,1,12.210807246805814
2013-07-20,166.414376911018,140,-1,3.6109128445953615
2013-07-28,148.3257286661107,112,-1,8.675020847598148
2013-08-01,117.08819749970029,146,1,3.443835996882825
