ds,yhat,fact,anomaly,importance
2016-03-16,18.79375455217085,32,1,3.1864246604872086
2016-03-21,19.26395340162407,5,-1,3.9244216855075535
2016-03-31,22.53586344965335,38,1,5.483909428524008
2016-04-11,18.580163877428895,9,-1,0.20172318215262486
2016-04-17,39.6003011606915,29,-1,0.7640202457701228
2016-04-23,40.314100372599185,57,1,6.562302078296071
2016-05-01,40.78318565142313,26,-1,4.91302359729201
2016-05-08,41.51590607274717,60,1,7.862967377556032
2016-05-15,40.596716979228795,51,1,0.2976879884618313
2016-06-04,39.6843453542221,19,-1,9.990565429769582
2016-06-28,23.956319840223472,36,1,1.6265642093915318
2016-06-29,23.770115186983986,35,1,2.0615194905022705
2016-06-30,25.679184039283722,42,1,6.289381304237381
2016-07-01,33.24385023401791,50,1,6.859289836780441
2016-07-19,20.68654202187401,36,1,4.335637501416116
2016-07-27,21.528518985923917,32,1,1.1599476002437648
2016-08-27,40.97164151659657,22,-1,8.797848965200586
2016-08-28,40.67771783067317,22,-1,8.364913178048116
2016-11-13,38.050571860487786,49,1,0.6271077641168787
2016-12-04,35.83591074759915,23,-1,2.597814383805648
2016-12-11,34.963920924915094,22,-1,2.484879794258827
2016-12-16,22.570950790822454,12,-1,0.7464524021530234
2016-12-17,38.08383879810253,25,-1,2.6180548536605457
2016-12-18,38.94102470243903,28,-1,0.3483839434314895
2016-12-20,20.70367785593851,7,-1,2.705983048095339
2016-12-24,44.11574246313006,29,-1,4.839946022858491
2016-12-25,38.91093460459614,24,-1,4.7188285436226565
2016-12-28,24.302265827089748,36,1,1.6255177922302622
2016-12-29,25.882876629035586,47,1,10.650943979982394
2016-12-30,29.172617322177775,45,1,5.508781821354752
2017-01-07,36.155187185381884,58,1,11.942055854136441
2017-01-15,34.16993531515249,46,1,2.1176536575875957
2017-01-24,18.05853080807439,28,1,0.051413417879270895
2017-01-31,16.53358918844563,35,1,7.856339200608307
2017-02-23,19.960964452819233,38,1,7.750026220683566
2017-04-26,19.557514370585995,10,-1,0.00924283191930897
2017-05-01,20.083877483156968,10,-1,0.16089071144918954
2017-05-12,26.392819126913498,15,-1,1.0610743369985123
2017-05-13,41.09873082360755,54,1,2.9294665297241735
