ds,yhat,fact,anomaly,importance
2011-01-29,15.296117667809519,35,1,1.976424592342667
2011-01-30,14.266725147956022,36,1,3.003731538949765
2011-02-06,13.490469282233464,42,1,10.336332695592283
2011-02-07,8.13253723891971,27,1,2.2869359874802697
2011-07-23,28.97797250817791,6,-1,5.414302687128766
2011-09-05,26.687608606707304,50,1,5.013356834914994
2011-09-07,20.868943047567228,41,1,1.590816818005429
2011-09-09,24.970529775530686,49,1,6.49144732916195
2011-09-13,19.203966021467245,42,1,5.506766168651048
2011-09-22,23.101556374647473,47,1,5.539860702166017
2011-09-27,20.990941634236986,42,1,0.37521008626858077
2011-10-01,32.38704326245504,51,1,0.412546154959216
2011-10-04,19.65605080940707,41,1,3.1238231546640876
2011-10-06,21.669549078008135,54,1,12.846792580969016
2011-10-07,25.141925034834205,49,1,5.24855909259005
2011-10-11,20.052902440840043,46,1,7.888300047327959
2011-10-13,22.041077337251192,40,1,0.09509601434970705
2011-10-14,25.415779298823605,45,1,0.8885944826814409
2011-10-16,30.674980762485646,50,1,2.1408036795147325
2011-10-17,19.83384918584967,47,1,8.87386563075627
2011-10-18,19.404648364527244,43,1,5.246099059832716
2011-10-21,24.727889217515987,50,1,5.246922763284701
2011-11-07,19.52118475757933,40,1,1.7099130433201921
2011-11-08,19.23984061159266,38,1,0.381744771656102
2011-11-09,19.778014633268132,43,1,4.593132306606961
2011-12-01,21.74151993508135,45,1,4.921963091743734
2011-12-05,19.468435568079354,40,1,1.6580785829280487
2011-12-15,20.461558798696696,41,1,0.8898665363075864
2011-12-18,31.30755446769091,13,-1,0.22991177230624693
2012-01-01,32.759900599842716,13,-1,2.226630441403442
2012-01-07,32.28740770427735,9,-1,5.55942620658414
2012-01-28,30.11021509766293,8,-1,4.021021326304787
2012-04-12,15.94258968897328,38,1,5.482525395630745
2012-09-01,34.37350702427472,13,-1,3.4606342134583343
2012-09-02,32.79602599362823,14,-1,0.2250675444532444
2012-09-27,24.128952531727688,48,1,5.896195897088411
2012-10-14,32.58358652063931,53,1,1.0704491017541926
2012-10-22,20.600169921903813,47,1,8.590226519552253
2012-10-23,20.365194660371614,43,1,1.7745208313099141
2012-12-17,20.356529985031887,43,1,3.4310780178327818
2013-02-18,35.85595667479144,57,1,2.3795070615121716
2013-02-24,36.16387664481238,17,-1,2.0246118889537428
2013-03-31,39.98933824590294,15,-1,6.0921379568968845
2013-04-04,28.803004912827095,74,1,26.699455849674656
2013-06-15,46.506621073106054,66,1,1.1539443370056688
2013-06-23,45.85886093379635,27,-1,1.3023392051096394
2013-07-06,49.04226338312752,26,-1,3.675899912805434
2013-07-13,49.84790213962276,27,-1,5.537690206022283
2013-07-14,47.223097461893246,22,-1,7.600916418041919
2013-07-25,33.223367053463726,52,1,0.6551649574891272
2013-07-27,47.500538422208,29,-1,0.18135142286904227
2013-08-14,31.194420443551795,50,1,1.2320052144046798
2013-08-18,45.03308096387669,73,1,7.97302935322908
2013-08-29,33.27057096074061,59,1,6.168478816947697
2013-10-20,42.03616017712739,61,1,0.3939537226521139
2013-10-23,27.21882845459535,46,1,1.3129224501930494
2013-10-26,44.89337434499967,25,-1,1.534374594918134
2013-11-28,28.774236908126092,48,1,0.3792409232830778
2013-12-21,46.97066985216326,20,-1,10.354417683912889
2013-12-24,30.343835161326954,51,1,2.5269291830068994
2014-02-15,48.48054573932685,75,1,8.194635945143958
2014-03-01,48.26504592250384,76,1,11.467134957065369
2014-03-16,47.13507924573529,73,1,8.769363159589105
2014-05-11,55.18799556375688,74,1,0.4055103183414701
2014-06-27,49.19086091243013,68,1,0.6044525297743633
2014-07-12,65.21564746198716,45,-1,1.5790105658033653
2014-07-13,61.95150693944983,42,-1,1.5221267410351444
2014-09-20,64.31518511560131,93,1,11.219656870952662
2014-09-21,61.4642508431008,89,1,9.863543053591698
2014-11-21,48.05717733416506,69,1,1.4285324959085273
2014-12-22,39.92896650096267,60,1,2.031109920349188
2015-01-17,62.10875328141584,37,-1,7.110596964648494
2015-01-28,39.330111623792874,62,1,3.3786210810503903
2015-04-04,74.34177815012599,93,1,0.23850866110181812
2015-04-23,54.7076116964608,34,-1,3.5586580106792525
2015-05-10,75.4186508741268,105,1,12.525728953815914
2015-05-23,80.55486330616269,100,1,1.837923792402023
2015-05-25,52.059538119483754,73,1,2.8691382117648203
2015-07-16,61.26824838563511,83,1,3.846039803814392
2015-07-17,68.73519655454628,89,1,3.0339813820543355
2015-10-09,61.41944296405882,43,-1,0.155310003853117
2015-11-06,57.401575348019634,39,-1,0.5493463318584517
2015-11-22,72.23247879357696,51,-1,3.2319770713316416
2015-12-15,39.574065449285314,60,1,2.138428071916181
2015-12-18,55.48613364111408,31,-1,5.421813577429042
2015-12-20,71.32943678071594,49,-1,4.275744969140739
2015-12-23,49.584911387112456,71,1,2.1185550276047564
2015-12-24,54.57790297349049,75,1,3.4535119914221184
2015-12-26,82.37922908144851,63,-1,0.6990668389759236
2015-12-30,52.740002886281175,74,1,1.8415253492722314
2015-12-31,56.16654464051575,82,1,5.664220077679218
2016-01-10,69.57264656947744,96,1,9.837802615553926
2016-01-16,73.37496133898958,98,1,5.9287157522510086
2016-02-13,75.22631318301313,96,1,2.9466797879628075
2016-04-13,50.7933041771268,77,1,9.645056559097924
2016-04-15,64.22144834857271,88,1,5.28460539491725
2016-04-30,89.17246293389235,110,1,3.4077459542803865
2016-05-08,83.786226350912,115,1,12.255950783139468
2016-06-10,69.93346267394342,88,1,0.08239384400030758
2016-06-19,88.6710064957801,108,1,1.4133707828054725
