ds,yhat,yhat_lower,yhat_upper
2010-01-16,-0.452571974334177,-6.510703134662026,5.155652818757703
2010-01-17,-0.368848575937465,-5.7870292944867865,5.121737069757035
2010-01-18,-0.2379883468536242,-5.8956540962528425,5.155444424526118
2010-01-19,-0.23621976264139863,-5.87765043907699,5.173667047055696
2010-01-20,-0.25040484651176953,-5.881680395898429,5.152046054111285
2010-01-21,-0.24213618915444907,-5.785062322138202,5.184829724142457
2010-01-22,-0.2996761045799311,-5.70638909209463,5.007004333259499
2010-01-23,-0.39644725929733293,-6.069595865481067,4.992857143752984
2010-01-24,-0.32298730194758735,-5.903665766368847,5.052483796880808
2010-01-25,-0.20889205659222887,-5.58455722275449,5.465038654113756
2010-01-26,-0.208489289601155,-6.017765031416922,5.285194462265268
2010-01-27,-0.22193679556174264,-6.005729152409293,5.417667960690866
2010-01-28,-0.21550326304686704,-5.810759017639049,5.587677663858603
2010-01-29,-0.2658601114527603,-5.740464594555316,5.292322001296604
2010-01-30,-0.34943885563873717,-6.057493893444605,5.446937131383635
2010-01-31,-0.28511906022925126,-6.183151433668222,5.325504318642703
2010-02-01,-0.18580146679420076,-5.8590092956877475,5.462572990089962
2010-02-02,-0.1842643603348112,-5.890472003332381,5.486437171273335
2010-02-03,-0.19430176532279017,-5.979761050318712,5.44022842291559
2010-02-04,-0.18715222919320168,-5.421049420544734,5.194374290653746
2010-02-05,-0.22811861299939792,-5.93395710668744,5.217091111526393
2010-02-06,-0.29678025718038803,-5.843493273341815,5.1934421448847745
2010-02-07,-0.24041488376276018,-6.047430084688817,5.852175018280016
2010-02-08,-0.15521297164161887,-5.879444960159341,5.331770527160238
2010-02-09,-0.1523356265569469,-5.69983603465391,5.685188657545059
2010-02-10,-0.1591155784529418,-5.524333726174458,5.270748315346908
2010-02-11,-0.151656448829743,-5.7181651460938925,5.388633451282054
2010-02-12,-0.18379947967983062,-5.959496256210448,5.391476377160245
2010-02-13,-0.23820336644899917,-5.598035938242848,5.4652099908090594
2010-02-14,-0.1905055421606937,-5.728861266184219,5.294846382011581
2010-02-15,-0.16312435705850561,-6.136119429729774,5.628998745549075
2010-02-16,-0.11676762353204082,-5.4528268911760005,5.495439587330489
2010-02-17,-0.12116969799114573,-5.364621648326856,5.029714335348838
2010-02-18,-0.11436259361821247,-5.599938709085285,5.5132614392779775
2010-02-19,-0.13872073522663614,-5.986266014895893,5.061772050281847
2010-02-20,-0.17995243974715788,-5.473304238426076,5.2927637005948
2010-02-21,-0.14199886622889496,-5.54083985829662,5.618502103150268
2010-02-22,-0.08753156123211886,-5.691429131883794,5.696669736970361
2010-02-23,-0.08440746250312385,-5.6818949556164435,6.215633408722124
2010-02-24,-0.08698585971150821,-5.701093479674253,5.351280582187094
2010-02-25,-0.08105829897152704,-5.730661460420772,5.530819549613056
2010-02-26,-0.09750097125690745,-5.910458877822259,5.522342589907957
2010-02-27,-0.12508582804761872,-5.382904179062424,5.446484669193046
2010-02-28,-0.09612171122148296,-5.260754718250255,5.530289681904022
2010-03-01,-0.05659249763441902,-5.874526626483458,5.475389984700866
2010-03-02,-0.05280452344090925,-5.660079134686366,5.930870388807623
2010-03-03,-0.05275045383257647,-5.879984379016507,5.454806102578475
2010-03-04,-0.04718953006229407,-5.496534826926482,5.882114219934942
2010-03-05,-0.05562563762913697,-5.8099322172868755,5.19927163724623
2010-03-06,-0.06996697807196114,-5.607042896344252,5.756372686718874
