ds,yhat,yhat_lower,yhat_upper
2010-01-16,0.4045595337932545,-25.933608206730153,27.562280461973472
2010-01-17,0.4101805618463101,-26.122898752966464,27.388567529680515
2010-01-18,0.28230989793363354,-26.63312680507301,27.90061466325956
2010-01-19,0.35409683164188527,-28.16173099710529,26.394096429354363
2010-01-20,0.4292936731775934,-24.229289177900014,24.653150432893746
2010-01-21,0.5140292979272371,-24.908020444144732,27.599169687478774
2010-01-22,0.6316059161081371,-26.073670894286863,28.215470862206956
2010-01-23,0.8836957200394868,-26.143042491989362,27.690845842423627
2010-01-24,0.835309548011402,-26.843470808298434,26.543854468248004
2010-01-25,0.5538021968375202,-26.07615679398828,27.152331629828655
2010-01-26,0.6395971371141485,-27.914845093432433,27.68567334168999
2010-01-27,0.7223192426001845,-25.125272828953744,27.714949549634515
2010-01-28,0.8136874481906168,-24.28000499354725,27.218955553853313
2010-01-29,0.950964809209555,-24.48204396770947,26.018911578937335
2010-01-30,1.28615529308551,-24.64066525436402,29.043104667722677
2010-01-31,1.167773582959719,-24.557388599386172,27.46469158183085
2010-02-01,0.7243141613344268,-25.206139193329147,27.377915379652755
2010-02-02,0.8249371033993692,-23.751282206044547,26.29405994504801
2010-02-03,0.9257565854379853,-25.051687416312404,25.330561259333923
2010-02-04,1.043721068453966,-27.62437643091609,26.69677616360891
2010-02-05,1.228691411192848,-26.309908244792155,28.586082681676537
2010-02-06,1.6807275882621928,-26.586428169221726,28.79252641692411
2010-02-07,1.5288591412795176,-24.17214802097843,28.659387717074505
2010-02-08,0.959308217426007,-25.202966767717015,28.184112576226216
2010-02-09,1.1064864600228101,-22.12765000740356,27.41352328696298
2010-02-10,1.2498100376317323,-27.401681999687458,27.367130699931145
2010-02-11,1.4089160821027864,-26.41778988386618,28.018910528691297
2010-02-12,1.6446544223762667,-25.925652784349225,28.146451367208947
2010-02-13,2.20465218578939,-25.011847419651748,29.2471688908301
2010-02-14,1.9991518595691256,-25.017366513856896,30.20688245282779
2010-02-15,1.8090106190352342,-25.527688149345934,27.669518460622374
2010-02-16,1.4313927474289376,-26.453806351861584,29.50210483726934
2010-02-17,1.5776770806925056,-25.93132198949438,28.20987984067639
2010-02-18,1.7387932508712431,-23.760336306932544,26.445025301475646
2010-02-19,1.9901672830748647,-23.182625266490664,28.582127064698174
2010-02-20,2.6301077418279686,-23.470983523848865,31.075375014415336
2010-02-21,2.3524007169507226,-25.374521440501677,27.834167155350954
2010-02-22,1.4636987155558931,-25.960918141760786,26.698384932709153
2010-02-23,1.6346680262329978,-27.303409512575474,29.725548121918738
2010-02-24,1.7973059606397,-25.067719704570415,28.943915768127685
2010-02-25,1.9822594602191903,-27.578417961903526,28.78143306660198
2010-02-26,2.277115832777034,-24.703116145873707,26.864727120686506
2010-02-27,3.028093316897918,-24.01209194855801,29.44906265195662
2010-02-28,2.70972739653274,-26.435359018759705,28.249196362003115
2010-03-01,1.68704895671785,-26.820042013065628,27.7094052263285
2010-03-02,1.8970126844517121,-22.912395989725532,26.838898026523587
2010-03-03,2.096244334051987,-24.190728774199414,27.15381019914196
2010-03-04,2.3195410889747294,-24.371022638274443,29.940191440128284
2010-03-05,2.6668806547196624,-23.849020259805933,28.930038519010168
2010-03-06,3.5331777997087888,-23.096191892289845,31.67344490364828
2010-03-07,3.1748378184537724,-22.223391824516902,31.770102129712974
2010-03-08,2.016464800138137,-22.929859581537606,30.640108642829674
2010-03-09,2.2623181941721118,-24.176735765882324,28.60330501223019
2010-03-10,2.494283780525183,-23.109978369249145,31.464610431016794
2010-03-11,2.7514295410570746,-24.989394521635614,28.92542814097527
2010-03-12,3.1457087455490558,-23.622684207157214,28.584944460048895
2010-03-13,4.119866653056213,-24.495646664520294,30.01202679105837
2010-03-14,3.711043967422791,-22.888562634704726,30.57750095390905
2010-03-15,2.4022711550120426,-24.991229499380175,31.8854801564652
2010-03-16,2.6642440558938087,-24.196557197796867,28.652570589493564
2010-03-17,2.9037986411234042,-24.860516041359446,30.388809571042597
2010-03-18,3.1647445889855508,-24.30191201344699,29.19931562280125
2010-03-19,3.572384965431559,-21.870799406486338,29.217491636557618
2010-03-20,4.619566063522951,-21.071268946771905,31.275569658429998
2010-03-21,4.127180859735534,-23.79071288989683,29.949785947804074
2010-03-22,2.640162735007335,-24.138272971810167,28.793410774655733
2010-03-23,2.899183267062653,-21.274395719041962,29.38066414133431
2010-03-24,3.1391679986598016,-23.667717938557033,29.23510263003699
2010-03-25,3.4109364261994677,-25.95226742643065,29.827076798834245
2010-03-26,3.8541221236207517,-20.85651334066105,30.23468079670319
2010-03-27,5.01106656387662,-20.16868897017402,33.01551550314746
2010-03-28,4.484092133531903,-22.495824552638453,30.962829050998153
2010-03-29,2.8760675927898665,-23.457494109135382,31.51506847178001
2010-03-30,3.1923138690762105,-22.478143606694573,28.16216744630193
2010-03-31,3.4896444354998555,-21.973457244187728,29.382766925861695
2010-04-01,3.8194510914937636,-22.46448873742766,30.136421598018956
2010-04-02,5.345310653151707,-21.848338752994593,32.333380085955206
