ds,yhat,yhat_lower,yhat_upper
2010-01-16,33.88242759542903,-37.76126496009234,104.1385216208362
2010-01-17,30.526631000084848,-41.1908786797721,102.52244085571334
2010-01-18,16.501683241398034,-56.80331520298792,87.53055198771355
2010-01-19,17.956620541921982,-52.07811199635609,89.25473733566442
2010-01-20,19.79433596462812,-50.57048729297885,96.15398778681478
2010-01-21,21.255907201816736,-49.986113958765216,93.84586421259665
2010-01-22,25.748265593368632,-43.24632808948958,97.67932858437075
2010-01-23,37.40937768864612,-38.43503091870048,112.90934316020898
2010-01-24,33.40425235322733,-37.34295671580558,107.80079679088801
2010-01-25,17.974611801965523,-55.990717065672655,91.14062414455198
2010-01-26,19.201623041382682,-54.12464874089487,89.53121038858704
2010-01-27,20.904031232019257,-48.201505846485865,88.17389309000208
2010-01-28,22.284399713108712,-46.76838969329031,95.49236258383839
2010-01-29,26.994214206725626,-43.987115395793076,98.95207574258896
2010-01-30,39.44751474705005,-32.00477134844592,107.59674513564647
2010-01-31,35.22281481317689,-37.92866674142009,107.37308126724263
2010-02-01,18.861809010480865,-50.106873317114584,92.89614674651223
2010-02-02,20.327086382196587,-53.9313091639389,97.60887652823767
2010-02-03,22.307001426034606,-58.628235734906106,90.4628467452206
2010-02-04,23.92882916157389,-45.654659831290395,94.38379660343962
2010-02-05,29.065089733868824,-35.94046557951855,101.64472130393769
2010-02-06,42.39776221516815,-34.142908974433986,115.17284437335123
2010-02-07,37.9263524258306,-41.134541324137736,110.51565796720915
2010-02-08,20.513963710042113,-54.775347898903576,102.03301770040653
2010-02-09,22.036622989224966,-47.33318155477251,89.7492193411008
2010-02-10,24.090246172093714,-48.265181392717466,91.58930789625627
2010-02-11,25.765370631979604,-44.28787756484817,102.06313879463012
2010-02-12,31.18933797099825,-39.568672841597575,101.6214301544157
2010-02-13,45.33638229433462,-20.369027501229514,113.42370675352662
2010-02-14,40.63840038505209,-27.90509012263765,111.69271329840228
2010-02-15,31.631272581920626,-42.59735380340463,107.41200040700232
2010-02-16,24.022968390702754,-48.76208394439967,99.0302915314636
2010-02-17,26.350970816363635,-44.827579507553295,104.07566203740288
2010-02-18,28.276390432629867,-44.5763153921783,98.1731360388666
2010-02-19,34.14030238832422,-38.98196578160153,109.21897964212847
2010-02-20,49.17094952041798,-23.031956720702087,115.11174334605113
2010-02-21,44.202967653126464,-29.559867357631596,119.92026518279754
2010-02-22,24.719631897073644,-45.817778127543846,95.50452984535269
2010-02-23,26.389282197062382,-45.9987784932528,94.94258857992163
2010-02-24,28.582291861156957,-44.93752436464391,109.92198914026459
2010-02-25,30.275959449844603,-39.03404203219781,100.99539209288268
2010-02-26,36.075675073925886,-36.63817085258291,101.95992807702271
2010-02-27,51.523294511519566,-19.605371760786873,124.03064290185257
2010-02-28,45.91818572484205,-26.535195257573754,113.06204307429546
2010-03-01,25.102654595590856,-48.52663821151083,97.21316567974358
2010-03-02,26.68637903782311,-44.54619505934164,95.69689711193703
2010-03-03,28.962824384205636,-37.84953755482602,100.84805410479157
2010-03-04,30.874297947418803,-39.747916995380805,104.88126839599906
2010-03-05,37.26893528739825,-28.859730577286534,113.19024127738608
2010-03-06,53.95628188679672,-16.150030677247912,124.25236183915052
2010-03-07,48.63359241482414,-23.95253367120015,116.41340700320781
2010-03-08,27.420374124236947,-41.36901683610461,94.94969136309517
2010-03-09,29.778704383847835,-40.379434107644734,102.54874643028059
2010-03-10,32.838095384474876,-45.2904271426706,101.92578627328294
2010-03-11,35.42988022209206,-37.32205296863128,103.3782678165912
2010-03-12,42.58834720202148,-30.131007991096972,114.72621384306791
2010-03-13,60.36007710621193,-12.959655828618233,134.07035976894616
2010-03-14,54.839500144778434,-18.76844168661018,124.68286190832343
2010-03-15,32.453522111864004,-36.3122497243223,105.38847681482414
2010-03-16,34.57548123850838,-33.91835844840152,104.62796815925194
2010-03-17,37.25319161502616,-35.51195290384466,108.98810211565747
2010-03-18,39.30488311684136,-32.93776372765994,108.71088046871743
2010-03-19,46.05500120930175,-30.24998054746995,118.03767209189384
2010-03-20,63.88711049422732,-12.962843875721571,134.28954467532185
2010-03-21,57.37889702803055,-6.750526117925844,128.0780427122091
2010-03-22,33.3284903179365,-39.080504939444076,105.21656643345098
2010-03-23,35.05599315064965,-34.16889154608803,110.94655388276573
2010-03-24,37.53159864849441,-34.14636599513615,106.23728517601569
2010-03-25,39.533253836405656,-29.945628932457012,109.89239255904644
2010-03-26,46.62052070905409,-23.370442088508305,113.2491363165962
2010-03-27,65.4372623988803,-0.862977923674505,136.29178364766324
2010-03-28,58.954412954153256,-10.760063050531619,137.5409834861628
2010-03-29,34.24748147664458,-38.21951934051996,106.21617304084279
2010-03-30,36.49524596132627,-36.572533980220996,107.60034486455464
2010-03-31,39.51658464989672,-28.686077211762974,110.8124100603383
2010-04-01,41.996624132498,-28.210724875556153,111.25406906552054
2010-04-02,60.727777165327396,-7.129589919243379,133.94305901651242
2010-04-03,69.53877151235476,-6.241228551539501,140.88725068614664
2010-04-04,62.89272518546551,-8.087046641023765,131.82039214041913
2010-04-05,37.162050003903126,-31.449292019519635,108.15387724792085
2010-04-06,39.44244521576295,-29.547110474020084,109.4798543116402
2010-04-07,42.465782886399005,-26.4249924459453,113.16155091504064
2010-04-08,44.88678447015738,-22.148174630892044,113.76133974300225
2010-04-09,52.734167617787286,-19.67528623082138,123.80740916952033
2010-04-10,73.20974559819338,0.27199650315892987,147.363490352812
2010-04-11,66.1398322387099,-5.050561606562115,138.8788058502912
2010-04-12,39.24543199865655,-31.579840066299077,110.02367138956296
2010-04-13,41.52405136380934,-26.76384682680559,107.99550427933355
2010-04-14,44.59258465757571,-25.124458982651802,114.17184059012787
2010-04-15,47.040216714315854,-18.468766946208255,117.73617587346374
2010-04-16,55.12108330494744,-11.69634896719798,123.34055683389995
2010-04-17,76.30509158611726,-0.11680711485191939,147.32301990931754
2010-04-18,68.83720641379574,-5.516373756191797,141.2635183462497
2010-04-19,40.75699837717432,-27.03528429706175,107.62557568159949
2010-04-20,42.97396231350148,-28.488113549205533,109.38220354598003
2010-04-21,46.013949248566625,-17.67792069131914,117.43606722617757
2010-04-22,48.43438332507506,-19.714529428422946,117.09763625970184
2010-04-23,56.75264033643109,-6.883842107940819,127.59509438618853
2010-04-24,78.74169983825361,10.807918664937329,146.57969936021652
2010-04-25,71.09030626259401,-1.412276096078124,146.141874003734
2010-04-26,42.1657899803801,-26.87280131528357,118.11716560085124
2010-04-27,44.77869375175962,-28.16329955865231,119.43783926633678
2010-04-28,48.331194527151254,-23.206995819594894,112.10585280971307
2010-04-29,51.296160926303244,-9.321681816878986,123.59353561677617
2010-04-30,60.385906753639425,-14.70771943890356,133.98239066180255
2010-05-01,83.60009153138802,12.307212823506527,155.35083038388777
2010-05-02,75.99616889896478,7.418311895352343,142.05512059022544
2010-05-03,46.20580765792497,-23.976224404433168,115.97062914157344
2010-05-04,48.898789335515524,-20.874434570392047,119.76472000099609
2010-05-05,52.34169468171717,-21.00408510806724,122.98575143157326
2010-05-06,54.946181279268124,-19.296383028750355,127.46223413825331
2010-05-07,63.6796647324274,-7.116172884988795,135.076593965186
2010-05-08,86.86266888180953,14.280365300049624,153.87962909702415
2010-05-09,78.04238258572163,7.1166314327919435,148.77687079774043
2010-05-10,46.25162193627965,-24.094039361572108,116.7055578626384
2010-05-11,48.158060479159055,-30.45051540116613,119.99383205963854
2010-05-12,51.01777237811905,-16.666990297725075,118.69554495730605
2010-05-13,53.67955913963918,-20.084622729481666,122.48361962517045
2010-05-14,63.14868582362289,-11.60127330863405,130.8056969881625
2010-05-15,88.41099820682315,24.32674341805831,164.9121474145266
2010-05-16,80.35615327271539,12.018902420269093,152.51302027115042
2010-05-17,47.936878998107126,-23.99133620249826,118.36176049870545
2010-05-18,51.74670652817214,-22.610945085287526,121.54736117976928
2010-05-19,56.85395448881135,-21.202311064639403,127.29920403943112
2010-05-20,61.45418420172394,-9.208708270832505,131.93150991561117
2010-05-21,73.3967207061701,2.0126021779497596,143.89894264547112
2010-05-22,102.24253828863945,29.020142723411013,176.49994140269635
2010-05-23,94.64995091204402,25.75133833993548,161.15792081750385
2010-05-24,72.73219750482149,5.771145098693836,145.11359076740916
2010-05-25,64.55968575894376,-8.075620617247194,137.7635998866337
2010-05-26,69.65487761130665,5.597939747530499,138.42821116875336
2010-05-27,73.61885637342614,4.320222749087017,143.28399501783457
2010-05-28,84.97324423467543,15.22836610907163,155.85793285239393
2010-05-29,114.10396763829537,41.49394097682835,190.19888701283364
2010-05-30,103.72008228207056,28.074465269517447,176.94169630788957
2010-05-31,64.46694797015546,-8.868081323111602,135.66228330989492
2010-06-01,66.90505380007627,-6.858380653534341,143.78558137953272
2010-06-02,70.47828028003732,-2.089102531925767,140.71252731615442
2010-06-03,73.25252461304004,3.2639617595725414,147.98121872574822
2010-06-04,84.47675764315409,7.926473360149386,152.99787866702061
2010-06-05,115.32139891391722,42.96035937134908,191.71481661668207
2010-06-06,104.41256394921017,34.650464783632756,181.86281787379536
2010-06-07,63.170776350780955,-13.208012159258079,132.69998232935055
2010-06-08,66.99674117021831,-2.5856396385896887,131.9057809139305
2010-06-09,72.32045908919274,-0.44414581792168656,144.0342355636387
2010-06-10,76.9026738516705,6.279088964540399,148.32881673057824
2010-06-11,90.43701362240084,21.587576240792462,162.41284567477123
2010-06-12,124.65409851102929,58.16980061797429,195.05155820457563
2010-06-13,113.95460137095495,37.007879587009185,184.08301627387064
2010-06-14,70.48855776970395,-3.7274152313986972,140.59624478258257
2010-06-15,74.55309960473042,0.003715907972275863,145.21880242714855
2010-06-16,79.71671820599981,11.363334370788614,148.72424259303898
2010-06-17,83.66759043438327,15.984326471879328,159.5914698359117
2010-06-18,96.83220374343391,21.716843237924568,162.67778660350154
2010-06-19,131.81447457145566,58.319626491703545,201.9043612088526
2010-06-20,119.09400803432558,37.296809893723754,189.10528555446484
2010-06-21,71.81307633465737,-5.205328050241874,140.38362794194418
2010-06-22,75.35761277038036,6.96110758956343,153.34377746168852
2010-06-23,80.53527870543213,7.719220937958318,149.2396536119519
2010-06-24,84.95903986051276,11.079857821420624,154.2407109181187
2010-06-25,99.68169704611363,32.61562943181019,167.89315851860803
2010-06-26,137.98063883888537,65.66640114806191,205.47507397423902
2010-06-27,126.14206623111075,54.2367563292573,195.63237992486444
2010-06-28,77.98438465053512,0.5942823888044226,150.66487855154062
2010-06-29,83.6561412439524,12.126560641102605,154.9675031084671
2010-06-30,90.9029215750741,21.740264741029616,166.08212018523167
2010-07-01,97.04470637813733,23.51506771536294,164.22303814145397
2010-07-02,113.52336852874043,39.541772099269146,182.49097619317723
2010-07-03,154.31012287991365,82.20398000167651,228.78509383366074
2010-07-04,141.5235537997294,72.08913351551531,211.93908845417488
2010-07-05,89.81451583801324,19.709855343792306,162.83891650387233
2010-07-06,94.33945347154125,24.567545510783876,168.34134569458044
2010-07-07,100.09101827729921,29.26728568107434,173.45470235611003
2010-07-08,104.38545555788221,37.030277331355485,178.6908687377553
2010-07-09,119.54699089109457,47.189359836666426,185.07488306460624
2010-07-10,160.38460936195233,94.43950271068363,235.99402988024065
2010-07-11,145.13149701699507,74.95876144782994,217.32972110177087
2010-07-12,89.40875454258176,23.439211072460903,160.3487940575229
2010-07-13,93.41229017742265,29.180716301810282,165.27827381447662
2010-07-14,99.30471742330917,24.29271981409121,169.26781783149153
2010-07-15,104.24764664750568,28.380022664893755,177.9826827446908
